caseid,respondentid,houseviewed,option,fireplaces,bedrooms,preference,averagecostpersquarefootcomparisons,cashprice
6014,134,10,B,no,2 bedroom,0,110,470000
6015,134,10,C,no,3 bedroom,1,90,370000
6016,134,11,A,no,4 bedroom,0,90,420000
6017,134,11,B,no,3 bedroom,1,90,420000
6018,134,11,C,no,3 bedroom,0,100,470000
6019,134,12,A,no,3 bedroom,1,110,420000
6020,134,12,B,no,4 bedroom,0,100,470000
6021,134,12,C,no,2 bedroom,0,110,420000
6022,134,13,A,no,4 bedroom,0,100,420000
6023,134,13,B,no,3 bedroom,0,100,420000
6024,134,13,C,no,3 bedroom,1,110,370000
6025,134,14,A,no,3 bedroom,1,100,370000
6026,134,14,B,no,4 bedroom,0,110,470000
6027,134,14,C,no,4 bedroom,0,90,470000
6028,134,15,A,no,3 bedroom,1,90,470000
6029,134,15,B,no,4 bedroom,0,100,470000
6030,134,15,C,no,4 bedroom,0,110,420000
6031,135,1,A,yes,3 bedroom,1,110,470000
6032,135,1,B,yes,4 bedroom,0,90,420000
6033,135,1,C,yes,3 bedroom,0,100,470000
6034,135,2,A,yes,2 bedroom,0,110,470000
6035,135,2,B,yes,4 bedroom,0,100,470000
6036,135,2,C,yes,3 bedroom,1,110,370000
6037,135,3,A,yes,3 bedroom,0,100,370000
6038,135,3,B,yes,3 bedroom,0,100,420000
6039,135,3,C,yes,2 bedroom,1,110,370000
6040,135,4,A,yes,2 bedroom,0,100,420000
6041,135,4,B,yes,2 bedroom,0,90,420000
6042,135,4,C,yes,3 bedroom,1,100,470000
6043,135,5,A,yes,2 bedroom,0,100,470000
6044,135,5,B,yes,2 bedroom,1,100,370000
6045,135,5,C,yes,4 bedroom,0,100,420000
6046,135,6,A,yes,2 bedroom,1,90,370000
6047,135,6,B,yes,4 bedroom,0,110,470000
6048,135,6,C,yes,4 bedroom,0,90,420000
6049,135,7,A,yes,2 bedroom,0,110,420000
6050,135,7,B,yes,3 bedroom,0,90,420000
6051,135,7,C,yes,3 bedroom,1,110,370000
6052,135,8,A,yes,2 bedroom,0,90,370000
6053,135,8,B,yes,3 bedroom,1,90,420000
6054,135,8,C,yes,3 bedroom,0,100,420000
6055,135,9,A,yes,2 bedroom,0,90,470000
6056,135,9,B,yes,4 bedroom,0,110,420000
6057,135,9,C,yes,3 bedroom,1,110,470000
6058,135,10,A,yes,4 bedroom,0,90,470000
6059,135,10,B,yes,2 bedroom,0,90,420000
6060,135,10,C,yes,3 bedroom,1,90,370000
6061,135,11,A,yes,3 bedroom,1,90,470000
6062,135,11,B,yes,3 bedroom,0,90,470000
6063,135,11,C,yes,2 bedroom,0,110,420000
6064,135,12,A,yes,4 bedroom,0,110,470000
6065,135,12,B,yes,4 bedroom,1,110,420000
6066,135,12,C,yes,4 bedroom,0,90,370000
6067,135,13,A,yes,2 bedroom,0,110,470000
6068,135,13,B,yes,3 bedroom,0,110,420000
6069,135,13,C,yes,3 bedroom,1,90,370000
6070,135,14,A,yes,4 bedroom,1,100,370000
6071,135,14,B,yes,2 bedroom,0,100,420000
6072,135,14,C,yes,4 bedroom,0,90,470000
6073,135,15,A,yes,4 bedroom,1,110,370000
6074,135,15,B,yes,2 bedroom,0,100,370000
6075,135,15,C,yes,4 bedroom,0,100,470000
6076,136,1,A,no,3 bedroom,0,110,370000
6077,136,1,B,no,3 bedroom,1,100,370000
6078,136,1,C,no,3 bedroom,0,110,420000
6079,136,2,A,no,4 bedroom,0,110,470000
6080,136,2,B,no,4 bedroom,0,100,470000
6081,136,2,C,no,2 bedroom,1,100,370000
6082,136,3,A,no,3 bedroom,0,90,370000
6083,136,3,B,no,4 bedroom,0,100,370000
6084,136,3,C,no,2 bedroom,1,110,420000
6085,136,4,A,no,4 bedroom,1,100,370000
6086,136,4,B,no,4 bedroom,0,100,420000
6087,136,4,C,no,4 bedroom,0,110,470000
6088,136,5,A,no,3 bedroom,0,110,470000
6089,136,5,B,no,3 bedroom,0,90,470000
6090,136,5,C,no,4 bedroom,1,110,370000
6091,136,6,A,no,2 bedroom,0,90,370000
6092,136,6,B,no,2 bedroom,0,90,470000
6093,136,6,C,no,3 bedroom,1,100,470000
6094,136,7,A,no,3 bedroom,1,100,420000
6095,136,7,B,no,2 bedroom,0,100,470000
6096,136,7,C,no,3 bedroom,0,90,420000
6097,136,8,A,no,4 bedroom,0,90,470000
6098,136,8,B,no,3 bedroom,0,110,420000
6099,136,8,C,no,3 bedroom,1,100,470000
6100,136,9,A,no,3 bedroom,0,90,470000
6101,136,9,B,no,2 bedroom,0,90,420000
6102,136,9,C,no,4 bedroom,1,90,370000
6103,136,10,A,no,3 bedroom,0,90,420000
6104,136,10,B,no,4 bedroom,1,110,370000
6105,136,10,C,no,2 bedroom,0,90,420000
6106,136,11,A,no,4 bedroom,1,90,420000
6107,136,11,B,no,2 bedroom,0,110,470000
6108,136,11,C,no,4 bedroom,0,110,420000
6109,136,12,A,no,3 bedroom,1,110,370000
6110,136,12,B,no,2 bedroom,0,100,470000
6111,136,12,C,no,2 bedroom,0,110,420000
6112,136,13,A,no,2 bedroom,0,100,370000
6113,136,13,B,no,4 bedroom,0,110,420000
6114,136,13,C,no,3 bedroom,1,90,370000
6115,136,14,A,no,4 bedroom,0,90,420000
6116,136,14,B,no,2 bedroom,1,110,370000
6117,136,14,C,no,4 bedroom,0,90,470000
6118,136,15,A,no,2 bedroom,0,110,470000
6119,136,15,B,no,2 bedroom,1,90,470000
6120,136,15,C,no,4 bedroom,0,90,370000
6121,137,1,A,no,3 bedroom,1,100,370000
6122,137,1,B,no,2 bedroom,0,110,420000
6123,137,1,C,no,4 bedroom,0,90,420000
6124,137,2,A,no,2 bedroom,1,110,370000
6125,137,2,B,no,4 bedroom,0,100,370000
6126,137,2,C,no,2 bedroom,0,90,420000
6127,137,3,A,no,2 bedroom,0,110,420000
6128,137,3,B,no,4 bedroom,1,100,470000
6129,137,3,C,no,4 bedroom,0,110,470000
6130,137,4,A,no,3 bedroom,0,90,470000
6131,137,4,B,no,3 bedroom,0,90,470000
6132,137,4,C,no,3 bedroom,1,100,370000
6133,137,5,A,no,3 bedroom,0,110,370000
6134,137,5,B,no,4 bedroom,0,110,370000
6135,137,5,C,no,3 bedroom,1,110,370000
6136,137,6,A,no,2 bedroom,0,90,370000
6137,137,6,B,no,4 bedroom,0,90,370000
6138,137,6,C,no,2 bedroom,1,90,370000
6139,137,7,A,no,4 bedroom,0,110,470000
6140,137,7,B,no,3 bedroom,1,100,420000
6141,137,7,C,no,3 bedroom,0,110,470000
6142,137,8,A,no,4 bedroom,1,90,370000
6143,137,8,B,no,2 bedroom,0,100,470000
6144,137,8,C,no,4 bedroom,0,90,470000
6145,137,9,A,no,3 bedroom,1,110,470000
6146,137,9,B,no,2 bedroom,0,110,470000
6147,137,9,C,no,4 bedroom,0,100,420000
6148,137,10,A,no,3 bedroom,0,100,470000
6149,137,10,B,no,2 bedroom,1,90,420000
6150,137,10,C,no,2 bedroom,0,90,470000
6151,137,11,A,no,2 bedroom,0,100,470000
6152,137,11,B,no,4 bedroom,1,110,420000
6153,137,11,C,no,4 bedroom,0,90,470000
6154,137,12,A,no,3 bedroom,1,90,420000
6155,137,12,B,no,3 bedroom,0,110,420000
6156,137,12,C,no,4 bedroom,0,100,370000
6157,137,13,A,no,2 bedroom,1,110,370000
6158,137,13,B,no,3 bedroom,0,100,470000
6159,137,13,C,no,2 bedroom,0,100,370000
6160,137,14,A,no,4 bedroom,0,110,420000
6161,137,14,B,no,3 bedroom,0,110,420000
6162,137,14,C,no,3 bedroom,1,90,420000
6163,137,15,A,no,4 bedroom,1,110,370000
6164,137,15,B,no,4 bedroom,0,90,420000
6165,137,15,C,no,2 bedroom,0,100,370000
6166,138,1,A,no,3 bedroom,1,100,370000
6167,138,1,B,no,4 bedroom,0,100,470000
6168,138,1,C,no,3 bedroom,0,100,470000
6169,138,2,A,no,4 bedroom,0,100,420000
6170,138,2,B,no,2 bedroom,0,110,370000
6171,138,2,C,no,3 bedroom,1,90,470000
6172,138,3,A,no,3 bedroom,0,90,370000
6173,138,3,B,no,4 bedroom,0,100,420000
6174,138,3,C,no,4 bedroom,1,110,370000
6175,138,4,A,no,3 bedroom,0,90,420000
6176,138,4,B,no,4 bedroom,0,90,470000
6177,138,4,C,no,3 bedroom,1,90,420000
6178,138,5,A,no,4 bedroom,0,90,370000
6179,138,5,B,no,3 bedroom,1,100,420000
6180,138,5,C,no,4 bedroom,0,90,470000
6181,138,6,A,no,2 bedroom,1,110,420000
6182,138,6,B,no,2 bedroom,0,100,470000
6183,138,6,C,no,2 bedroom,0,100,470000
6184,138,7,A,no,2 bedroom,1,100,370000
6185,138,7,B,no,4 bedroom,0,100,370000
6186,138,7,C,no,3 bedroom,0,110,370000
6187,138,8,A,no,3 bedroom,0,100,470000
6188,138,8,B,no,2 bedroom,0,90,470000
6189,138,8,C,no,2 bedroom,1,90,370000
6190,138,9,A,no,3 bedroom,1,110,470000
6191,138,9,B,no,2 bedroom,0,90,370000
6192,138,9,C,no,2 bedroom,0,100,370000
6193,138,10,A,no,3 bedroom,1,110,470000
6194,138,10,B,no,2 bedroom,0,100,420000
6195,138,10,C,no,4 bedroom,0,100,370000
6196,138,11,A,no,2 bedroom,0,100,420000
6197,138,11,B,no,2 bedroom,0,110,370000
6198,138,11,C,no,3 bedroom,1,90,370000
6199,138,12,A,no,2 bedroom,1,90,420000
6200,138,12,B,no,2 bedroom,0,110,470000
6201,138,12,C,no,4 bedroom,0,90,420000
6202,138,13,A,no,4 bedroom,0,100,470000
6203,138,13,B,no,2 bedroom,0,90,420000
6204,138,13,C,no,3 bedroom,1,110,420000
6205,138,14,A,no,3 bedroom,1,90,470000
6206,138,14,B,no,2 bedroom,0,90,470000
6207,138,14,C,no,3 bedroom,0,110,420000
6208,138,15,A,no,4 bedroom,0,110,420000
6209,138,15,B,no,4 bedroom,0,90,370000
6210,138,15,C,no,4 bedroom,1,110,420000
6211,139,1,A,no,2 bedroom,0,90,370000
6212,139,1,B,no,4 bedroom,0,110,470000
6213,139,1,C,no,2 bedroom,1,90,370000
6214,139,2,A,no,3 bedroom,1,90,370000
6215,139,2,B,no,3 bedroom,0,110,420000
6216,139,2,C,no,4 bedroom,0,100,420000
6217,139,3,A,no,4 bedroom,0,90,370000
6218,139,3,B,no,2 bedroom,1,100,370000
6219,139,3,C,no,4 bedroom,0,100,420000
6220,139,4,A,no,2 bedroom,0,110,470000
6221,139,4,B,no,3 bedroom,1,100,370000
6222,139,4,C,no,2 bedroom,0,110,470000
6223,139,5,A,no,4 bedroom,0,100,470000
6224,139,5,B,no,3 bedroom,1,90,370000
6225,139,5,C,no,3 bedroom,0,110,470000
6226,139,6,A,no,4 bedroom,0,100,370000
6227,139,6,B,no,3 bedroom,1,90,420000
6228,139,6,C,no,2 bedroom,0,90,470000
6229,139,7,A,no,2 bedroom,1,110,370000
6230,139,7,B,no,2 bedroom,0,90,420000
6231,139,7,C,no,2 bedroom,0,110,420000
6232,139,8,A,no,2 bedroom,0,100,470000
6233,139,8,B,no,3 bedroom,1,90,470000
6234,139,8,C,no,3 bedroom,0,100,420000
6235,139,9,A,no,4 bedroom,1,90,370000
6236,139,9,B,no,4 bedroom,0,90,420000
6237,139,9,C,no,4 bedroom,0,110,470000
6238,139,10,A,no,3 bedroom,0,100,470000
6239,139,10,B,no,3 bedroom,1,90,420000
6240,139,10,C,no,4 bedroom,0,100,470000
6241,139,11,A,no,3 bedroom,1,110,370000
6242,139,11,B,no,2 bedroom,0,100,470000
6243,139,11,C,no,2 bedroom,0,100,420000
6244,139,12,A,no,4 bedroom,0,100,370000
6245,139,12,B,no,2 bedroom,1,110,420000
6246,139,12,C,no,4 bedroom,0,110,420000
6247,139,13,A,no,2 bedroom,0,90,420000
6248,139,13,B,no,4 bedroom,0,110,370000
6249,139,13,C,no,3 bedroom,1,100,370000
6250,139,14,A,no,4 bedroom,0,110,370000
6251,139,14,B,no,2 bedroom,0,100,370000
6252,139,14,C,no,2 bedroom,1,100,420000
6253,139,15,A,no,3 bedroom,1,110,470000
6254,139,15,B,no,3 bedroom,0,110,370000
6255,139,15,C,no,3 bedroom,0,110,420000
6256,140,1,A,no,3 bedroom,0,90,420000
6257,140,1,B,no,2 bedroom,0,110,470000
6258,140,1,C,no,4 bedroom,1,90,470000
6259,140,2,A,no,4 bedroom,0,110,420000
6260,140,2,B,no,4 bedroom,0,90,370000
6261,140,2,C,no,3 bedroom,1,110,370000
6262,140,3,A,no,3 bedroom,0,110,420000
6263,140,3,B,no,2 bedroom,0,90,420000
6264,140,3,C,no,3 bedroom,1,100,420000
6265,140,4,A,no,3 bedroom,0,100,470000
6266,140,4,B,no,2 bedroom,0,110,420000
6267,140,4,C,no,3 bedroom,1,100,370000
6268,140,5,A,no,4 bedroom,0,90,470000
6269,140,5,B,no,4 bedroom,1,100,470000
6270,140,5,C,no,2 bedroom,0,100,470000
6271,140,6,A,no,3 bedroom,0,100,420000
6272,140,6,B,no,3 bedroom,1,110,420000
6273,140,6,C,no,4 bedroom,0,90,420000
6274,140,7,A,no,3 bedroom,1,90,370000
6275,140,7,B,no,2 bedroom,0,100,420000
6276,140,7,C,no,3 bedroom,0,100,370000
6277,140,8,A,no,4 bedroom,0,100,420000
6278,140,8,B,no,4 bedroom,1,110,470000
6279,140,8,C,no,4 bedroom,0,110,470000
6280,140,9,A,no,3 bedroom,0,110,370000
6281,140,9,B,no,2 bedroom,0,110,420000
6282,140,9,C,no,3 bedroom,1,110,470000
6283,140,10,A,no,3 bedroom,0,100,470000
6284,140,10,B,no,2 bedroom,0,100,370000
6285,140,10,C,no,2 bedroom,1,90,370000
6286,140,11,A,no,4 bedroom,0,100,370000
6287,140,11,B,no,3 bedroom,0,90,420000
6288,140,11,C,no,2 bedroom,1,90,420000
6289,140,12,A,no,4 bedroom,0,100,370000
6290,140,12,B,no,2 bedroom,0,90,370000
6291,140,12,C,no,3 bedroom,1,110,470000
6292,140,13,A,no,4 bedroom,0,100,470000
6293,140,13,B,no,4 bedroom,1,90,370000
6294,140,13,C,no,3 bedroom,0,90,470000
6295,140,14,A,no,3 bedroom,1,90,370000
6296,140,14,B,no,2 bedroom,0,90,470000
6297,140,14,C,no,2 bedroom,0,100,470000
6298,140,15,A,no,2 bedroom,0,110,470000
6299,140,15,B,no,4 bedroom,0,110,370000
6300,140,15,C,no,3 bedroom,1,90,470000
6301,141,1,A,no,2 bedroom,0,100,420000
6302,141,1,B,no,3 bedroom,1,90,420000
6303,141,1,C,no,4 bedroom,0,100,420000
6304,141,2,A,no,2 bedroom,0,100,470000
6305,141,2,B,no,3 bedroom,1,100,420000
6306,141,2,C,no,4 bedroom,0,90,420000
6307,141,3,A,no,4 bedroom,0,110,370000
6308,141,3,B,no,3 bedroom,0,110,420000
6309,141,3,C,no,3 bedroom,1,100,370000
6310,141,4,A,no,4 bedroom,0,110,420000
6311,141,4,B,no,2 bedroom,1,90,470000
6312,141,4,C,no,3 bedroom,0,110,470000
6313,141,5,A,no,4 bedroom,0,110,470000
6314,141,5,B,no,2 bedroom,0,110,470000
6315,141,5,C,no,3 bedroom,1,110,470000
6316,141,6,A,no,4 bedroom,1,90,370000
6317,141,6,B,no,3 bedroom,0,110,370000
6318,141,6,C,no,4 bedroom,0,110,420000
6319,141,7,A,no,3 bedroom,1,100,370000
6320,141,7,B,no,2 bedroom,0,110,420000
6321,141,7,C,no,3 bedroom,0,90,470000
6322,141,8,A,no,2 bedroom,0,90,420000
6323,141,8,B,no,4 bedroom,1,90,370000
6324,141,8,C,no,2 bedroom,0,110,420000
6325,141,9,A,no,3 bedroom,0,110,420000
6326,141,9,B,no,4 bedroom,0,100,370000
6327,141,9,C,no,3 bedroom,1,90,370000
6328,141,10,A,no,3 bedroom,1,100,470000
6329,141,10,B,no,4 bedroom,0,100,470000
6330,141,10,C,no,2 bedroom,0,110,370000
6331,141,11,A,no,2 bedroom,1,90,370000
6332,141,11,B,no,4 bedroom,0,100,370000
6333,141,11,C,no,3 bedroom,0,90,420000
6334,141,12,A,no,4 bedroom,1,100,470000
6335,141,12,B,no,3 bedroom,0,110,370000
6336,141,12,C,no,2 bedroom,0,110,370000
6337,141,13,A,no,3 bedroom,1,100,420000
6338,141,13,B,no,4 bedroom,0,90,420000
6339,141,13,C,no,2 bedroom,0,100,470000
6340,141,14,A,no,2 bedroom,1,90,370000
6341,141,14,B,no,4 bedroom,0,100,420000
6342,141,14,C,no,2 bedroom,0,100,370000
6343,141,15,A,no,3 bedroom,1,90,370000
6344,141,15,B,no,3 bedroom,0,90,470000
6345,141,15,C,no,2 bedroom,0,90,420000
6346,142,1,A,no,2 bedroom,0,100,420000
6347,142,1,B,no,3 bedroom,1,110,420000
6348,142,1,C,no,2 bedroom,0,100,420000
6349,142,2,A,no,4 bedroom,0,110,470000
6350,142,2,B,no,3 bedroom,1,90,420000
6351,142,2,C,no,4 bedroom,0,90,470000
6352,142,3,A,no,4 bedroom,0,90,370000
6353,142,3,B,no,3 bedroom,1,90,420000
6354,142,3,C,no,2 bedroom,0,90,470000
6355,142,4,A,no,2 bedroom,0,90,470000
6356,142,4,B,no,4 bedroom,0,100,470000
6357,142,4,C,no,3 bedroom,1,110,420000
6358,142,5,A,no,2 bedroom,0,110,420000
6359,142,5,B,no,3 bedroom,1,110,370000
6360,142,5,C,no,4 bedroom,0,90,370000
6361,142,6,A,no,4 bedroom,0,100,470000
6362,142,6,B,no,3 bedroom,1,90,370000
6363,142,6,C,no,2 bedroom,0,110,470000
6364,142,7,A,no,4 bedroom,0,100,370000
6365,142,7,B,no,4 bedroom,1,110,420000
6366,142,7,C,no,2 bedroom,0,90,420000
6367,142,8,A,no,3 bedroom,1,100,370000
6368,142,8,B,no,4 bedroom,0,90,470000
6369,142,8,C,no,2 bedroom,0,100,370000
6370,142,9,A,no,4 bedroom,0,90,420000
6371,142,9,B,no,3 bedroom,1,110,470000
6372,142,9,C,no,4 bedroom,0,100,420000
6373,142,10,A,no,3 bedroom,0,90,470000
6374,142,10,B,no,3 bedroom,0,100,420000
6375,142,10,C,no,3 bedroom,1,100,370000
6376,142,11,A,no,4 bedroom,0,90,420000
6377,142,11,B,no,2 bedroom,0,110,370000
6378,142,11,C,no,2 bedroom,1,110,470000
6379,142,12,A,no,4 bedroom,0,110,370000
6380,142,12,B,no,2 bedroom,0,100,370000
6381,142,12,C,no,3 bedroom,1,110,370000
6382,142,13,A,no,4 bedroom,0,100,420000
6383,142,13,B,no,3 bedroom,1,90,370000
6384,142,13,C,no,3 bedroom,0,100,470000
6385,142,14,A,no,4 bedroom,0,110,370000
6386,142,14,B,no,4 bedroom,0,110,420000
6387,142,14,C,no,2 bedroom,1,90,370000
6388,142,15,A,no,2 bedroom,0,100,470000
6389,142,15,B,no,3 bedroom,1,100,470000
6390,142,15,C,no,2 bedroom,0,90,420000
6391,143,1,A,no,2 bedroom,1,110,420000
6392,143,1,B,no,4 bedroom,0,100,470000
6393,143,1,C,no,2 bedroom,0,100,420000
6394,143,2,A,no,3 bedroom,1,100,420000
6395,143,2,B,no,2 bedroom,0,100,470000
6396,143,2,C,no,4 bedroom,0,100,420000
6397,143,3,A,no,2 bedroom,0,110,370000
6398,143,3,B,no,3 bedroom,1,90,370000
6399,143,3,C,no,3 bedroom,0,110,370000
6400,143,4,A,no,2 bedroom,1,90,370000
6401,143,4,B,no,4 bedroom,0,90,470000
6402,143,4,C,no,4 bedroom,0,110,470000
6403,143,5,A,no,4 bedroom,0,90,420000
6404,143,5,B,no,3 bedroom,0,100,420000
6405,143,5,C,no,3 bedroom,1,90,420000
6406,143,6,A,no,2 bedroom,0,90,420000
6407,143,6,B,no,3 bedroom,0,100,370000
6408,143,6,C,no,2 bedroom,1,90,420000
6409,143,7,A,no,3 bedroom,0,110,470000
6410,143,7,B,no,4 bedroom,0,110,470000
6411,143,7,C,no,2 bedroom,1,90,470000
6412,143,8,A,no,2 bedroom,1,90,370000
6413,143,8,B,no,2 bedroom,0,100,370000
6414,143,8,C,no,4 bedroom,0,100,370000
6415,143,9,A,no,4 bedroom,0,100,370000
6416,143,9,B,no,4 bedroom,1,90,420000
6417,143,9,C,no,2 bedroom,0,90,470000
6418,143,10,A,no,3 bedroom,1,90,420000
6419,143,10,B,no,4 bedroom,0,100,420000
6420,143,10,C,no,3 bedroom,0,110,470000
6421,143,11,A,no,4 bedroom,0,100,470000
6422,143,11,B,no,2 bedroom,0,100,420000
6423,143,11,C,no,4 bedroom,1,110,420000
6424,143,12,A,no,4 bedroom,1,110,370000
6425,143,12,B,no,4 bedroom,0,90,470000
6426,143,12,C,no,3 bedroom,0,100,470000
6427,143,13,A,no,2 bedroom,0,100,370000
6428,143,13,B,no,4 bedroom,1,90,370000
6429,143,13,C,no,3 bedroom,0,100,470000
6430,143,14,A,no,2 bedroom,1,110,370000
6431,143,14,B,no,3 bedroom,0,90,470000
6432,143,14,C,no,3 bedroom,0,110,420000
6433,143,15,A,no,2 bedroom,0,110,420000
6434,143,15,B,no,3 bedroom,0,90,470000
6435,143,15,C,no,3 bedroom,1,90,370000
6436,144,1,A,yes,2 bedroom,1,90,370000
6437,144,1,B,yes,3 bedroom,0,100,370000
6438,144,1,C,yes,3 bedroom,0,110,470000
6439,144,2,A,yes,2 bedroom,0,100,470000
6440,144,2,B,yes,2 bedroom,0,90,420000
6441,144,2,C,yes,2 bedroom,1,90,420000
6442,144,3,A,yes,4 bedroom,0,110,470000
6443,144,3,B,yes,3 bedroom,1,110,370000
6444,144,3,C,yes,3 bedroom,0,90,470000
6445,144,4,A,yes,4 bedroom,0,110,470000
6446,144,4,B,yes,4 bedroom,0,100,470000
6447,144,4,C,yes,3 bedroom,1,100,470000
6448,144,5,A,yes,2 bedroom,0,100,420000
6449,144,5,B,yes,2 bedroom,0,90,470000
6450,144,5,C,yes,2 bedroom,1,110,420000
6451,144,6,A,yes,2 bedroom,1,100,370000
6452,144,6,B,yes,4 bedroom,0,110,370000
6453,144,6,C,yes,4 bedroom,0,90,420000
6454,144,7,A,yes,4 bedroom,0,90,370000
6455,144,7,B,yes,4 bedroom,0,110,420000
6456,144,7,C,yes,3 bedroom,1,100,420000
6457,144,8,A,yes,3 bedroom,0,100,470000
6458,144,8,B,yes,3 bedroom,0,90,420000
6459,144,8,C,yes,2 bedroom,1,110,370000
6460,144,9,A,yes,3 bedroom,1,100,420000
6461,144,9,B,yes,2 bedroom,0,110,420000
6462,144,9,C,yes,3 bedroom,0,110,470000
6463,144,10,A,yes,4 bedroom,1,100,420000
6464,144,10,B,yes,4 bedroom,0,100,420000
6465,144,10,C,yes,4 bedroom,0,90,420000
6466,144,11,A,yes,3 bedroom,0,110,420000
6467,144,11,B,yes,3 bedroom,0,90,370000
6468,144,11,C,yes,3 bedroom,1,90,370000
6469,144,12,A,yes,3 bedroom,1,90,470000
6470,144,12,B,yes,4 bedroom,0,90,370000
6471,144,12,C,yes,2 bedroom,0,110,470000
6472,144,13,A,yes,2 bedroom,0,110,470000
6473,144,13,B,yes,3 bedroom,1,100,370000
6474,144,13,C,yes,4 bedroom,0,100,370000
6475,144,14,A,yes,2 bedroom,0,100,470000
6476,144,14,B,yes,3 bedroom,1,110,420000
6477,144,14,C,yes,4 bedroom,0,100,370000
6478,144,15,A,yes,2 bedroom,0,90,370000
6479,144,15,B,yes,4 bedroom,0,100,470000
6480,144,15,C,yes,2 bedroom,1,110,370000
6481,145,1,A,yes,4 bedroom,0,100,370000
6482,145,1,B,yes,2 bedroom,0,110,420000
6483,145,1,C,yes,2 bedroom,1,90,370000
6484,145,2,A,yes,4 bedroom,0,100,420000
6485,145,2,B,yes,3 bedroom,0,110,420000
6486,145,2,C,yes,2 bedroom,1,100,470000
6487,145,3,A,yes,2 bedroom,0,100,470000
6488,145,3,B,yes,2 bedroom,1,100,370000
6489,145,3,C,yes,2 bedroom,0,110,420000
6490,145,4,A,yes,2 bedroom,0,90,420000
6491,145,4,B,yes,3 bedroom,1,110,370000
6492,145,4,C,yes,2 bedroom,0,90,420000
6493,145,5,A,yes,4 bedroom,0,100,420000
6494,145,5,B,yes,3 bedroom,1,100,420000
6495,145,5,C,yes,2 bedroom,0,100,420000
6496,145,6,A,yes,4 bedroom,0,100,470000
6497,145,6,B,yes,4 bedroom,1,90,370000
6498,145,6,C,yes,4 bedroom,0,90,470000
6499,145,7,A,yes,4 bedroom,1,90,370000
6500,145,7,B,yes,3 bedroom,0,90,470000
6501,145,7,C,yes,3 bedroom,0,110,470000
6502,145,8,A,yes,4 bedroom,0,110,470000
6503,145,8,B,yes,3 bedroom,1,100,420000
6504,145,8,C,yes,4 bedroom,0,110,370000
6505,145,9,A,yes,2 bedroom,0,90,370000
6506,145,9,B,yes,4 bedroom,0,110,470000
6507,145,9,C,yes,4 bedroom,1,90,420000
6508,145,10,A,yes,3 bedroom,1,90,370000
6509,145,10,B,yes,3 bedroom,0,90,370000
6510,145,10,C,yes,3 bedroom,0,90,420000
6511,145,11,A,yes,2 bedroom,0,110,470000
6512,145,11,B,yes,3 bedroom,1,100,370000
6513,145,11,C,yes,2 bedroom,0,110,470000
6514,145,12,A,yes,3 bedroom,0,90,420000
6515,145,12,B,yes,2 bedroom,1,90,470000
6516,145,12,C,yes,3 bedroom,0,100,370000
6517,145,13,A,yes,3 bedroom,0,110,470000
6518,145,13,B,yes,3 bedroom,1,110,420000
6519,145,13,C,yes,3 bedroom,0,100,470000
6520,145,14,A,yes,2 bedroom,1,100,370000
6521,145,14,B,yes,2 bedroom,0,100,420000
6522,145,14,C,yes,4 bedroom,0,110,370000
6523,145,15,A,yes,4 bedroom,0,100,470000
6524,145,15,B,yes,2 bedroom,0,110,370000
6525,145,15,C,yes,2 bedroom,1,110,370000
6526,146,1,A,no,2 bedroom,0,100,420000
6527,146,1,B,no,4 bedroom,0,100,470000
6528,146,1,C,no,2 bedroom,1,110,370000
6529,146,2,A,no,3 bedroom,0,110,420000
6530,146,2,B,no,3 bedroom,1,100,420000
6531,146,2,C,no,3 bedroom,0,100,370000
6532,146,3,A,no,4 bedroom,0,100,370000
6533,146,3,B,no,3 bedroom,1,100,370000
6534,146,3,C,no,3 bedroom,0,100,420000
6535,146,4,A,no,2 bedroom,0,90,370000
6536,146,4,B,no,2 bedroom,0,100,370000
6537,146,4,C,no,4 bedroom,1,110,370000
6538,146,5,A,no,3 bedroom,1,110,370000
6539,146,5,B,no,4 bedroom,0,100,420000
6540,146,5,C,no,2 bedroom,0,100,470000
6541,146,6,A,no,3 bedroom,1,90,370000
6542,146,6,B,no,3 bedroom,0,90,370000
6543,146,6,C,no,4 bedroom,0,110,420000
6544,146,7,A,no,2 bedroom,0,100,420000
6545,146,7,B,no,4 bedroom,1,90,470000
6546,146,7,C,no,3 bedroom,0,100,470000
6547,146,8,A,no,2 bedroom,1,110,370000
6548,146,8,B,no,2 bedroom,0,100,370000
6549,146,8,C,no,4 bedroom,0,100,420000
6550,146,9,A,no,3 bedroom,0,110,420000
6551,146,9,B,no,3 bedroom,0,100,470000
6552,146,9,C,no,3 bedroom,1,110,470000
6553,146,10,A,no,2 bedroom,0,90,470000
6554,146,10,B,no,3 bedroom,1,110,470000
6555,146,10,C,no,4 bedroom,0,110,470000
6556,146,11,A,no,2 bedroom,1,110,420000
6557,146,11,B,no,4 bedroom,0,110,470000
6558,146,11,C,no,4 bedroom,0,90,470000
6559,146,12,A,no,3 bedroom,0,90,420000
6560,146,12,B,no,4 bedroom,1,90,420000
6561,146,12,C,no,2 bedroom,0,100,470000
6562,146,13,A,no,4 bedroom,0,90,420000
6563,146,13,B,no,2 bedroom,0,90,420000
6564,146,13,C,no,4 bedroom,1,90,370000
6565,146,14,A,no,3 bedroom,0,90,420000
